owner,period,metric_type,value,unit,objective
nini.chai,2025 年 7 月,试驾量,10,组,"### 7月完成电话300个，门店接待40个，试驾10个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店接待每日最低2个以上，电话20个，争取完成内部驾照考取，开始带试驾
    - Progress: 0%
    - Score: 0

---"
pandapia.li,2025 年 7 月,交付量,1,台,"### 完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Prog..."
pandapia.li,2025 年 7 月,交付量,1,台,"### 完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Prog..."
pandapia.li,2025 年 7 月,新增建联量,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
pandapia.li,2025 年 7 月,新增建联量,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
pandapia.li,2025 年 7 月,新增建联量,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
pandapia.li,2025 年 7 月,新增建联量,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
pandapia.li,2025 年 7 月,新增建联量,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
pandapia.li,2025 年 7 月,新增建联量,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
pandapia.li,2025 年 7 月,新增建联量,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
pandapia.li,2025 年 7 月,新增建联量,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
pandapia.li,2025 年 7 月,试驾量,3,组,"### 完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Prog..."
pandapia.li,2025 年 7 月,试驾量,3,组,"### 完成月度车辆销售交付1台（挑战目标2台），总利润贡献≥5000元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日目标：主动线索3条，试驾3批，排程1批，30S电话量24批，
    - Progress: 0%
    - Score: 0
2. 月度锁单目标1台（挑战目标2台），试驾转化率25%，
    - Prog..."
peng.dai3,2025 年 7 月,交付量,10,台,"### (多卖车多赚钱):月度车辆销售交付>10辆(上月交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为40+次,机会到试驾的转化率≥20%(上月为15.9%)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单目标>10辆,L60锁..."
peng.dai3,2025 年 7 月,交付量,7,台,"### (多卖车多赚钱):月度车辆销售交付>10辆(上月交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为40+次,机会到试驾的转化率≥20%(上月为15.9%)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单目标>10辆,L60锁..."
peng.dai3,2025 年 7 月,交付量,10,台,"### (多卖车多赚钱):月度车辆销售交付>10辆(上月交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为40+次,机会到试驾的转化率≥20%(上月为15.9%)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单目标>10辆,L60锁..."
peng.dai3,2025 年 7 月,交付量,7,台,"### (多卖车多赚钱):月度车辆销售交付>10辆(上月交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为40+次,机会到试驾的转化率≥20%(上月为15.9%)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单目标>10辆,L60锁..."
peng.dai3,2025 年 7 月,交付量,7,台,"### (多卖车多赚钱):月度车辆销售交付>10辆(上月交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为40+次,机会到试驾的转化率≥20%(上月为15.9%)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单目标>10辆,L60锁..."
peng.dai3,2025 年 7 月,交付量,7,台,"### (多卖车多赚钱):月度车辆销售交付>10辆(上月交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为40+次,机会到试驾的转化率≥20%(上月为15.9%)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单目标>10辆,L60锁..."
peng.dai3,2025 年 7 月,新增建联量,270,人,"### (多建联多建信):人均建联>3人/天
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429094023170, Owner: ocean.yu (open_id: ou_d089a2848b8371d8810e9131896d740d)
    - 目标: 7516653429094023170, ..."
peng.dai3,2025 年 7 月,新增建联量,3,人,"### (多建联多建信):人均建联>3人/天
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429094023170, Owner: ocean.yu (open_id: ou_d089a2848b8371d8810e9131896d740d)
    - 目标: 7516653429094023170, ..."
peng.dai3,2025 年 7 月,新增建联量,270,人,"### (多建联多建信):人均建联>3人/天
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429094023170, Owner: ocean.yu (open_id: ou_d089a2848b8371d8810e9131896d740d)
    - 目标: 7516653429094023170, ..."
peng.dai3,2025 年 7 月,新增建联量,270,人,"### (多建联多建信):人均建联>3人/天
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429094023170, Owner: ocean.yu (open_id: ou_d089a2848b8371d8810e9131896d740d)
    - 目标: 7516653429094023170, ..."
peng.dai3,2025 年 7 月,新增建联量,270,人,"### (多建联多建信):人均建联>3人/天
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429094023170, Owner: ocean.yu (open_id: ou_d089a2848b8371d8810e9131896d740d)
    - 目标: 7516653429094023170, ..."
peng.dai3,2025 年 7 月,锁单量,6,台,"### (多卖车多赚钱):月度车辆销售交付>10辆(上月交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为40+次,机会到试驾的转化率≥20%(上月为15.9%)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单目标>10辆,L60锁..."
peng.dai3,2025 年 7 月,锁单量,10,台,"### (多卖车多赚钱):月度车辆销售交付>10辆(上月交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为40+次,机会到试驾的转化率≥20%(上月为15.9%)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单目标>10辆,L60锁..."
peng.dai3,2025 年 7 月,锁单量,6,台,"### (多卖车多赚钱):月度车辆销售交付>10辆(上月交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为40+次,机会到试驾的转化率≥20%(上月为15.9%)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单目标>10辆,L60锁..."
qiao.wang5,2025 年 7 月,试驾量,60,组,"### 本月完成锁单目标1
冲刺目标2
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 本月留资目标80
    - Progress: 0%
    - Score: 0
2. 本月试驾60
    - Progress: 0%
    - Score: 0
3. 本月抓紧时间学习 提升工作能力
    - Progress: 0%..."
qingyang.yi,2025 年 7 月,交付量,1,台,"### 卖1台L60，交付1台L60
留资目标日均4
试驾目标日均2
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 卖1台L60，交付1台L60
留资目标日均4
试驾目标日均2
    - Progress: 0%
    - Score: 0

---"
qingyang.yi,2025 年 7 月,交付量,1,台,"### 卖1台L60，交付1台L60
留资目标日均4
试驾目标日均2
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 卖1台L60，交付1台L60
留资目标日均4
试驾目标日均2
    - Progress: 0%
    - Score: 0

---"
qingyang.yi,2025 年 7 月,交付量,1,台,"### 卖1台L60，交付1台L60
留资目标日均4
试驾目标日均2
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 卖1台L60，交付1台L60
留资目标日均4
试驾目标日均2
    - Progress: 0%
    - Score: 0

---"
qingyang.yi,2025 年 7 月,交付量,1,台,"### 卖1台L60，交付1台L60
留资目标日均4
试驾目标日均2
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 卖1台L60，交付1台L60
留资目标日均4
试驾目标日均2
    - Progress: 0%
    - Score: 0

---"
qingyun.luo,2025 年 7 月,交付量,2,台,"### 多卖车多赚钱，7月完成月度目标，扭亏为盈，利润持正
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店试驾完成30组，每周10个以上，周中试驾6组，周末试驾4组（挑战试驾完成40组）
    - Progress: 0%
    - Score: 0
2. 挑战月度交付2台（挑战交付3台）
    - Progress: 0..."
qingyun.luo,2025 年 7 月,交付量,3,台,"### 多卖车多赚钱，7月完成月度目标，扭亏为盈，利润持正
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店试驾完成30组，每周10个以上，周中试驾6组，周末试驾4组（挑战试驾完成40组）
    - Progress: 0%
    - Score: 0
2. 挑战月度交付2台（挑战交付3台）
    - Progress: 0..."
qingyun.luo,2025 年 7 月,交付量,2,台,"### 多卖车多赚钱，7月完成月度目标，扭亏为盈，利润持正
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店试驾完成30组，每周10个以上，周中试驾6组，周末试驾4组（挑战试驾完成40组）
    - Progress: 0%
    - Score: 0
2. 挑战月度交付2台（挑战交付3台）
    - Progress: 0..."
qingyun.luo,2025 年 7 月,交付量,3,台,"### 多卖车多赚钱，7月完成月度目标，扭亏为盈，利润持正
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店试驾完成30组，每周10个以上，周中试驾6组，周末试驾4组（挑战试驾完成40组）
    - Progress: 0%
    - Score: 0
2. 挑战月度交付2台（挑战交付3台）
    - Progress: 0..."
qingyun.luo,2025 年 7 月,试驾量,6,组,"### 多卖车多赚钱，7月完成月度目标，扭亏为盈，利润持正
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店试驾完成30组，每周10个以上，周中试驾6组，周末试驾4组（挑战试驾完成40组）
    - Progress: 0%
    - Score: 0
2. 挑战月度交付2台（挑战交付3台）
    - Progress: 0..."
qingyun.luo,2025 年 7 月,试驾量,4,组,"### 多卖车多赚钱，7月完成月度目标，扭亏为盈，利润持正
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店试驾完成30组，每周10个以上，周中试驾6组，周末试驾4组（挑战试驾完成40组）
    - Progress: 0%
    - Score: 0
2. 挑战月度交付2台（挑战交付3台）
    - Progress: 0..."
qingyun.luo,2025 年 7 月,试驾量,6,组,"### 多卖车多赚钱，7月完成月度目标，扭亏为盈，利润持正
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店试驾完成30组，每周10个以上，周中试驾6组，周末试驾4组（挑战试驾完成40组）
    - Progress: 0%
    - Score: 0
2. 挑战月度交付2台（挑战交付3台）
    - Progress: 0..."
qingyun.luo,2025 年 7 月,试驾量,4,组,"### 多卖车多赚钱，7月完成月度目标，扭亏为盈，利润持正
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店试驾完成30组，每周10个以上，周中试驾6组，周末试驾4组（挑战试驾完成40组）
    - Progress: 0%
    - Score: 0
2. 挑战月度交付2台（挑战交付3台）
    - Progress: 0..."
raine.wang,2025 年 7 月,新增建联量,8,人,"### 均数最低标准及以上完成（总量平均值以上），持续推进建联建信转化，配合部门完成各项指标
试驾月5，日建联8+，持续与A类用户建信
配合直播规划
新媒体活跃度日均最低1条
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429219033089, Owner: xinyu.wang18 (open_id:..."
sanjiu.liu,2025 年 7 月,新增建联量,50,人,"### 七月完成锁单L60两台 交付两台
完成试驾20组 ，新增主动建联50
完成L90小定三台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430187753474, Owner: junrui.liu (open_id: ou_b09aa1222536037204ab232121f3b4a7)

--..."
sanjiu.liu,2025 年 7 月,试驾量,20,组,"### 七月完成锁单L60两台 交付两台
完成试驾20组 ，新增主动建联50
完成L90小定三台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430187753474, Owner: junrui.liu (open_id: ou_b09aa1222536037204ab232121f3b4a7)

--..."
sanjiu.liu,2025 年 7 月,试驾量,20,组,"### 七月完成锁单L60两台 交付两台
完成试驾20组 ，新增主动建联50
完成L90小定三台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430187753474, Owner: junrui.liu (open_id: ou_b09aa1222536037204ab232121f3b4a7)

--..."
shaobao.wang,2025 年 7 月,试驾量,60,组,"### 本月锁单目标+1
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 本月留资80
本月试驾60
本月抓紧时间学习，提升自己能力
    - Progress: 0%
    - Score: 0

---"
shengbo.chen,2025 年 7 月,新增建联量,150,人,"### 建联150
每天完成5个客户建联
- **Progress:** 0%
- **Score:** 0

---"
shengbo.chen,2025 年 7 月,试驾量,60,组,"### 试驾60
每天完成2个试驾
- **Progress:** 0%
- **Score:** 0

---"
shicheng.hua,2025 年 7 月,锁单量,3,台,"### 本月交付俩台 L90锁单3台 金融渗透率达到百分之50，选配车百分之50，二手车百分之30。每周探店并写探店报告。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428513882140, Owner: xiaoli.lu1 (open_id: ou_fd501e1019eb6533e6a7d5f6..."
shicheng.hua,2025 年 7 月,锁单量,3,台,"### 本月交付俩台 L90锁单3台 金融渗透率达到百分之50，选配车百分之50，二手车百分之30。每周探店并写探店报告。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428513882140, Owner: xiaoli.lu1 (open_id: ou_fd501e1019eb6533e6a7d5f6..."
shicheng.hua,2025 年 7 月,锁单量,3,台,"### 本月交付俩台 L90锁单3台 金融渗透率达到百分之50，选配车百分之50，二手车百分之30。每周探店并写探店报告。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428513882140, Owner: xiaoli.lu1 (open_id: ou_fd501e1019eb6533e6a7d5f6..."
shuai.li12,2025 年 7 月,交付量,5,台,"### 完成月度车辆销售交付≥5辆(挑战目标6辆),总利润贡献≥3万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾≥80个，月度新增机会>80个，合计个人机会池≥150个
    - Progress: 0%
    - Score: 0
2. 月度锁单目标≥5辆，落实试驾质量，app下载80%，选配70%，车机A级占比..."
shuai.li12,2025 年 7 月,新增建联量,100,人,"### 当月新增建联≥100人,总建联人数≥600人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>100人，新机会企微信添加70%
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数30次
    - Progress: 0..."
shuai.li12,2025 年 7 月,新增建联量,100,人,"### 当月新增建联≥100人,总建联人数≥600人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>100人，新机会企微信添加70%
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数30次
    - Progress: 0..."
shuai.li12,2025 年 7 月,新增建联量,100,人,"### 当月新增建联≥100人,总建联人数≥600人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>100人，新机会企微信添加70%
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数30次
    - Progress: 0..."
shuai.li12,2025 年 7 月,新增建联量,100,人,"### 当月新增建联≥100人,总建联人数≥600人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>100人，新机会企微信添加70%
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数30次
    - Progress: 0..."
shuai.li12,2025 年 7 月,试驾量,80,组,"### 完成月度车辆销售交付≥5辆(挑战目标6辆),总利润贡献≥3万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾≥80个，月度新增机会>80个，合计个人机会池≥150个
    - Progress: 0%
    - Score: 0
2. 月度锁单目标≥5辆，落实试驾质量，app下载80%，选配70%，车机A级占比..."
shuhang.liu2,2025 年 7 月,新增建联量,200,人,"### V2（多建联多建信）：当月新增建联 ≥ 400 人，总建联人数 ≥ 450人，并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. A1：月度新增建联 ≥ 300 人（其中主动建联 ≥ 50人，门店路演建联 ≥ 50人，电话建联≥200
    - Progress: 0%
    - Score: 0
2. A3：新..."
shuo.qiu,2025 年 7 月,交付量,1,台,"### (多卖车多赚钱):完成月度车辆销售交付≥1辆(挑战目标2辆),总利润亏损＜2万
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾≥50个。月度新增机会>40个,合计个人机会池≥10个,机会到试驾的转化率≥30%
    - Progress: 0%
    - Score: 0
2. 月度锁单目标≥2辆,试驾到锁单的转..."
shuo.qiu,2025 年 7 月,新增建联量,60,人,"### (多建联多建信):当月新增建联≥60人,总建联人数≥50人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>50人(其中主动建联≥15人,门店路演建联10人,小红书等其他线上渠道建联20人。)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,..."
shuo.qiu,2025 年 7 月,新增建联量,50,人,"### (多建联多建信):当月新增建联≥60人,总建联人数≥50人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>50人(其中主动建联≥15人,门店路演建联10人,小红书等其他线上渠道建联20人。)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,..."
shuo.qiu,2025 年 7 月,新增建联量,60,人,"### (多建联多建信):当月新增建联≥60人,总建联人数≥50人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>50人(其中主动建联≥15人,门店路演建联10人,小红书等其他线上渠道建联20人。)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,..."
shuo.qiu,2025 年 7 月,新增建联量,50,人,"### (多建联多建信):当月新增建联≥60人,总建联人数≥50人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>50人(其中主动建联≥15人,门店路演建联10人,小红书等其他线上渠道建联20人。)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,..."
shuo.qiu,2025 年 7 月,新增建联量,15,人,"### (多建联多建信):当月新增建联≥60人,总建联人数≥50人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>50人(其中主动建联≥15人,门店路演建联10人,小红书等其他线上渠道建联20人。)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,..."
shuo.qiu,2025 年 7 月,新增建联量,10,人,"### (多建联多建信):当月新增建联≥60人,总建联人数≥50人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>50人(其中主动建联≥15人,门店路演建联10人,小红书等其他线上渠道建联20人。)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,..."
shuo.qiu,2025 年 7 月,新增建联量,20,人,"### (多建联多建信):当月新增建联≥60人,总建联人数≥50人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>50人(其中主动建联≥15人,门店路演建联10人,小红书等其他线上渠道建联20人。)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,..."
shuo.qiu,2025 年 7 月,新增建联量,10,人,"### (多建联多建信):当月新增建联≥60人,总建联人数≥50人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>50人(其中主动建联≥15人,门店路演建联10人,小红书等其他线上渠道建联20人。)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,..."
shuo.qiu,2025 年 7 月,新增建联量,20,人,"### (多建联多建信):当月新增建联≥60人,总建联人数≥50人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>50人(其中主动建联≥15人,门店路演建联10人,小红书等其他线上渠道建联20人。)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,..."
shuo.qiu,2025 年 7 月,试驾量,50,组,"### (多卖车多赚钱):完成月度车辆销售交付≥1辆(挑战目标2辆),总利润亏损＜2万
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾≥50个。月度新增机会>40个,合计个人机会池≥10个,机会到试驾的转化率≥30%
    - Progress: 0%
    - Score: 0
2. 月度锁单目标≥2辆,试驾到锁单的转..."
techang.hu,2025 年 7 月,新增建联量,200,人,"### （多建联多建信）：当月新增建联 ≥ 400 人，总建联人数 ≥ 450人，并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联 ≥ 300 人（其中主动建联 ≥ 50人，门店路演建联 ≥ 50人，电话建联≥200
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信..."
tian.gu,2025 年 7 月,新增建联量,50,人,"### 7月完成个人销售L60目标3台L90意向金10台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428668432386, Owner: xunxun.lou (open_id: ou_93f15ffd26366da4b18938e046fe1e51)
    - 目标: 7516653428668..."
tian.gu,2025 年 7 月,新增建联量,15,人,"### 7月完成个人销售L60目标3台L90意向金10台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428668432386, Owner: xunxun.lou (open_id: ou_93f15ffd26366da4b18938e046fe1e51)
    - 目标: 7516653428668..."
tian.gu,2025 年 7 月,新增建联量,10,人,"### 7月完成个人销售L60目标3台L90意向金10台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428668432386, Owner: xunxun.lou (open_id: ou_93f15ffd26366da4b18938e046fe1e51)
    - 目标: 7516653428668..."
tianxiang.xia2,2025 年 7 月,试驾量,5,组,"### 丰富产品知识 目标交付 2 台 建联 50 批 试驾 30 次
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店留资百分之五十 %
    - Progress: 0%
    - Score: 0
2. 主动外拓：
 主动外拓留资 22 试驾 15
 异业合作（霸王茶姬＋荟聚商城）留资 40+ 试驾 15+
    - ..."
weiming.zhou2,2025 年 7 月,锁单量,1,台,"### 本月内熟悉乐道销售全流程  挑战首月L60交付一台 L90意向金2个 锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 按时足量完成Fellow入职培训课程
    - Progress: 0%
    - Score: 0
2. 每日电话接通50组以上 15秒以上30个 1分钟以上15组
    - Progress..."
weiming.zhou2,2025 年 7 月,锁单量,1,台,"### 本月内熟悉乐道销售全流程  挑战首月L60交付一台 L90意向金2个 锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 按时足量完成Fellow入职培训课程
    - Progress: 0%
    - Score: 0
2. 每日电话接通50组以上 15秒以上30个 1分钟以上15组
    - Progress..."
wenbo.zhang7,2025 年 7 月,交付量,1,台,"### 完成月度车辆销售交付≥1辆
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾 ≥10个。月度新增购车需求≥ X 个（上月为Y个），个人合计购车需求池≥50个，机会到试驾的转化率≥10%。
    - Progress: 0%
    - Score: 0
2. 月度锁单目标≥1辆，试驾到锁单的转化率≥10%
    -..."
wenbo.zhang7,2025 年 7 月,新增建联量,100,人,"### 当月新增建联≥100人，总建联人数≥100人，并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联≥100人
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Scor..."
wenbo.zhang7,2025 年 7 月,新增建联量,100,人,"### 当月新增建联≥100人，总建联人数≥100人，并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联≥100人
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Scor..."
wenbo.zhang7,2025 年 7 月,新增建联量,100,人,"### 当月新增建联≥100人，总建联人数≥100人，并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联≥100人
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Scor..."
wenbo.zhang7,2025 年 7 月,新增建联量,100,人,"### 当月新增建联≥100人，总建联人数≥100人，并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联≥100人
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Scor..."
